目标客户编号,品牌类型,电池技术性能得分,舒适性得分,经济性得分,安全性表现得分,动力性表现得分,驾驶操控性表现得分,外观内饰得分,配置与质量品质得分,户口类型,居住时间,居住区域类型,驾龄,家庭成员数,婚姻类型,子女数,出生年,最高学历,工作年限,单位性质,职位类型,家庭年收入,个人年收入,家庭可支配收入,房贷占收入比,车贷占收入比,购买意愿
1165,2,77.78100555,79.95000448,70.44455435,73.60796285,79.47754596,77.77367433,75.48226069,74.43696203,2,39,1,15,6,6,2,1981,5,19,3,2,20,10,16,21,5,0
1166,2,73.2061543,75.77902087,66.69170125,66.65889442,69.89531806,69.08280211,73.20221184,70.75990103,1,21,1,5,3,5,1,1984,5,10,5,2,20,12,10,38,0,0
1167,2,72.66537132,68.93293203,66.69170125,69.92249424,66.87948273,77.77367433,77.76230954,66.65690932,2,25,2,5,3,2,,1995,6,2,4,8,30,15,10,0,0,0
1168,2,63.14074882,59.91752337,51.82185391,40.74712878,51.00070509,55.01552791,73.19018906,55.46576688,2,19,2,6,5,6,1,1974,5,22,2,3,30,12,18,0,0,0
1169,2,53.73033954,55.844943,44.60278621,54.65152043,44.37248405,44.97633933,48.64870852,52.5676248,2,12,1,4,4,5,2,1993,5,5,3,5,80,70,54,0,0,0
1170,2,82.28418825,88.91681971,85.16608081,81.45251238,85.85416258,86.13606108,82.34645282,85.54478058,2,11,2,7,3,2,,1989,5,7,4,1,13,40,30,10,10,0
1171,2,81.68806034,82.07073087,81.55817068,81.03064359,82.7780967,80.52038403,82.34645282,81.86771957,2,10,1,8,5,6,1,1990,6,6,5,3,14,7,4,20,25,0
1172,2,87.07429814,85.2240142,77.80531758,88.87519312,77.76249789,88.88277078,88.88352277,88.87254642,2,33,1,6,3,5,1,1987,6,7,5,4,17,10,12,0,30,0
1173,2,84.50263803,79.82791437,77.80531758,77.76704377,82.6138424,86.13606108,86.60347392,88.87254642,2,10,1,7,5,6,1,1990,4,6,5,3,21,11,8,20,20,0
1174,2,88.92278981,86.89237296,85.16608081,88.87519312,88.86999791,83.06086591,86.7855365,88.87254642,1,11,2,9,2,2,,1989,5,8,7,9,30,20,26,10,10,1
1175,2,94.45216648,98.76714341,88.91893392,96.29787385,96.90143205,99.99186723,99.9927132,99.98036497,2,30,1,2,3,5,1,1989,8,5,2,5,26,7,13,25,0,0
1176,2,88.92278981,88.91681971,88.91893392,88.87519312,85.85416258,83.5955792,86.60347392,81.09249372,2,27,2,8,3,5,1,1992,5,6,4,2,30,20,8,50,10,0
1177,2,74.25484708,76.54043924,70.44455435,77.76704377,74.68643201,77.77367433,71.0551998,73.66173617,1,10,1,8,3,5,1,1990,6,6,4,4,30,25,26,0,0,0
1178,2,83.93419612,84.36631619,88.91893392,85.6115933,85.79393203,82.73238044,88.88352277,82.21701473,1,15,1,10,4,6,2,1985,4,15,3,5,30,25,15,30,10,0
1179,2,83.21102768,83.19956745,88.91893392,84.7161122,85.62967773,83.06086591,82.16439024,81.86771957,2,39,1,11,3,5,1,1981,5,15,3,4,22,16,15,29,10,0
1180,2,70.57396208,74.51599249,62.93884815,70.81797534,69.73106376,69.41128758,73.33524865,73.66173617,1,15,1,18,3,5,1,1980,4,17,7,9,30,25,26,0,0,0
1181,2,99.0368881,99.0301718,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,2,10,1,12,3,5,1,1982,5,15,3,2,9,5,3,20,25,0
1182,2,90.95366694,92.20429484,96.27969715,92.13879294,93.72134242,91.62948048,93.45564325,96.30330397,1,24,1,5,2,3,,1995,5,2,5,7,13,5,5,15,25,0
1183,2,72.9471384,79.95000448,70.29961138,74.08157516,73.34185155,69.41128758,88.88352277,77.76472787,2,6,1,5,5,6,1,1986,8,5,3,3,19,6,9,20,0,0
1184,2,99.0368881,99.0301718,99.0325502,99.98334246,96.4269407,86.13606108,84.31140228,77.76472787,2,10,1,7,5,6,1,1990,6,6,5,3,18,7,5,20,30,0
1185,2,88.74040435,81.09094276,85.16608081,81.03064359,81.06304863,83.5955792,80.05438118,81.09249372,2,20,1,12,3,5,1,1984,6,13,4,7,16,10,4,30,20,0
1186,2,79.83956868,84.500508,77.80531758,85.1897245,79.53777651,86.13606108,80.06640397,84.76955472,2,10,1,7,5,6,1,1990,4,6,5,3,18,11,5,25,25,0
1187,2,59.82982193,68.98456402,66.69170125,62.9216823,75.76273442,64.124096,73.33524865,62.47358902,2,6,2,6,5,6,1,1973,8,22,3,2,50,45,25,20,12,0
1188,2,77.80869155,69.6943504,70.44455435,74.50344395,71.67059668,69.41128758,73.20221184,73.66173617,1,10,2,15,3,5,1,1980,4,16,4,2,50,45,40,0,0,0
1189,2,82.79728523,82.21977934,85.16608081,85.1897245,84.07888396,86.13606108,80.05438118,81.09249372,1,15,2,5,5,6,1,1990,5,6,5,4,10,14,12,38,5,0
1190,2,75.23703143,71.51175763,70.44455435,63.3952946,67.89555458,72.15799728,71.10422558,74.08766687,2,31,2,7,3,5,1,1988,6,7,4,4,10,15,10,15,20,0
1191,2,83.53655201,81.09094276,85.16608081,81.45251238,81.00281808,83.06086591,86.72448794,81.09249372,2,21,1,4,5,6,1,1982,4,18,4,6,10,6,3,15,25,0
1192,2,85.04342101,85.62934458,77.80531758,81.92612469,82.6138424,83.5955792,86.59145113,84.76955472,1,4,1,3,2,3,,1994,6,5,4,4,12,8,7,25,8,0
1193,2,77.80869155,77.80346762,81.55817068,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,15,1,10,3,5,1,1985,6,15,5,6,68,60,45,30,15,0
1194,2,64.66371615,66.69011554,62.93884815,66.65889442,66.65499787,66.66457788,66.66514189,66.65690932,1,1,4,1,3,5,1,1994,5,5,4,8,12,5,5,15,20,0
1195,2,84.32025257,81.56912085,96.27969715,85.6115933,87.09471929,83.06086591,73.57835979,85.54478058,1,33,3,10,3,5,1,1987,6,10,2,5,16,5,5,15,0,0
1196,2,89.33653225,77.39813725,88.91893392,77.76704377,81.00281808,91.09476719,79.81127004,84.76955472,2,10,1,3,3,5,1,1993,6,4,4,3,25,8,7,30,20,0
1197,2,72.40635542,72.12412753,85.16608081,77.76704377,72.74689909,72.48648275,80.05438118,74.08766687,2,10,1,10,6,6,2,1984,8,10,3,7,27,8,10,20,20,0
1198,2,75.80547334,73.38715591,70.29961138,66.65889442,65.35421061,72.48648275,64.37307026,74.08766687,2,3,2,2,3,2,,1997,5,1,3,5,30,8,15,40,15,0
1199,2,73.2061543,71.51175763,70.44455435,70.34436303,72.74689909,72.48648275,68.81215394,62.55391762,2,36,1,14,5,6,1,1984,6,13,4,2,40,25,30,35,0,0
1200,2,83.71893747,79.82791437,85.16608081,77.76704377,82.6138424,83.26709373,77.90736913,81.86771957,2,24,1,5,6,6,2,1980,5,16,4,2,30,13,11,20,15,0
1201,2,73.38853977,68.4696106,59.33093802,70.34436303,68.49050705,69.73977306,73.33524865,73.66173617,2,30,1,8,5,6,1,1990,4,6,3,8,10,5,7,29,13,0
1202,2,81.74859245,83.8881381,88.91893392,77.76704377,79.22753946,80.84886951,75.43323492,81.86771957,1,5,1,4,5,6,1,1990,6,8,5,2,16,6,7,25,15,0
1203,2,79.83956868,97.63830683,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,2,56,1,15,3,5,1,1964,5,35,3,5,16,5,3,20,25,0
1204,2,60.5690887,62.27380382,62.93884815,66.65889442,65.04397355,63.58938271,62.22605821,55.54909078,2,20,1,10,3,5,1,1986,6,12,4,4,18,9,4,25,25,0
1205,2,76.64412173,73.2650658,73.9041436,67.55437552,69.58348309,80.52038403,71.23726238,74.43696203,2,2,2,2,2,3,,1997,6,2,4,7,15,8,10,25,15,0
1206,2,81.68806034,85.91258485,96.27969715,88.87519312,85.62967773,86.13606108,86.7855365,85.54478058,2,10,1,7,5,6,1,1990,6,7,5,3,14,9,4,20,25,0
1207,2,71.29713052,53.46328178,48.06900081,58.81434489,63.57893199,55.55548143,55.55595146,55.54909078,2,9,1,5,3,2,,1994,6,5,8,10,20,15,10,40,10,0
1208,2,67.80381817,66.69011554,66.69170125,66.65889442,61.80365337,66.66457788,66.66514189,66.65690932,2,31,2,6,3,5,1,1988,6,5,3,5,26,16,10,0,0,0
1209,2,75.77781441,83.8881381,85.16608081,84.7161122,80.77833322,78.30838762,79.86029581,81.86771957,1,5,1,3,2,3,,1997,6,1,4,4,30,28,20,20,5,0
1210,2,70.00552017,66.1156578,62.93884815,66.65889442,63.57893199,66.33609241,71.10422558,84.76955472,2,32,1,1,5,6,1,1988,4,10,8,10,35,15,18,30,7,0
1211,2,72.82009786,72.08621536,77.80531758,77.76704377,71.44611182,71.95176946,77.58024696,70.75990103,1,6,1,2,4,5,2,1987,5,10,4,2,30,20,24,10,10,0
1212,2,79.65718321,80.23324475,77.80531758,77.76704377,77.53801304,77.77367433,79.8723186,73.66173617,1,15,1,10,1,1,,1990,6,9,7,9,30,20,10,50,10,0
1213,2,72.82009786,74.51599249,70.44455435,77.76704377,74.52217771,75.02696464,73.20221184,74.43696203,1,8,1,7,3,5,1,1990,6,8,6,3,40,35,25,0,0,0
1214,2,76.69946665,66.69011554,59.18261714,66.65889442,63.57893199,69.20505977,60.12807194,62.55391762,2,30,2,5,5,6,1,1979,5,18,1,4,10,3,4,25,0,0
1215,2,73.38853977,82.2576915,66.69170125,77.76704377,71.44611182,77.77367433,80.05438118,85.54478058,2,36,3,17,4,5,2,1983,5,14,4,2,11,10,15,0,0,0
1216,2,77.62630608,78.45412611,66.69170125,85.6115933,74.52217771,80.52038403,77.76230954,78.19065857,2,32,1,6,3,5,1,1988,6,10,4,6,11,8,14,10,0,0
1217,2,77.26790856,75.65693077,77.80531758,74.50344395,82.6138424,77.77367433,82.16439024,80.66656302,2,15,1,5,2,3,,1992,6,5,4,4,18,12,10,20,10,0
1218,2,86.74877381,91.71401505,96.27969715,86.0852056,82.46785964,88.01957202,81.95828208,81.01585818,2,40,1,8,5,6,1,1974,4,23,4,7,20,8,6,20,25,0
1219,2,84.65736457,81.86369135,92.52684404,79.13613717,78.68595896,74.36999369,77.71328377,84.76955472,2,40,1,8,5,6,1,1974,5,23,4,2,20,6,9,0,25,0
1220,2,99.0368881,86.89237296,81.41322771,85.6115933,82.6138424,79.98567074,84.50548765,88.09732057,2,30,1,15,3,5,1,1979,5,19,5,8,20,13,8,10,25,0
1221,2,99.0368881,99.0301718,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,2,10,1,12,3,5,1,1981,5,16,3,2,25,9,9,15,25,0
1222,2,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,16,1,6,5,6,1,1984,6,14,3,3,30,20,20,15,5,0
1223,2,76.69946665,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,4,2,5,3,2,,1989,6,7,8,10,30,20,26,10,10,0
1224,2,81.68806034,77.04204926,77.80531758,74.50344395,74.52217771,69.41128758,73.38427443,73.31244102,2,24,1,3,3,2,,1996,6,3,3,8,30,12,20,10,5,0
1225,2,69.8346953,66.69011554,70.44455435,70.81797534,66.59476732,63.91786819,66.71416767,74.43696203,1,20,1,10,3,5,1,1985,4,13,4,4,34,22,13,20,20,0
1226,2,71.11474506,66.69011554,59.18261714,66.65889442,60.56309666,72.81496823,66.66514189,66.65690932,2,15,1,16,3,5,1,1981,6,17,4,2,40,30,15,50,0,0
1227,2,84.06123666,77.80346762,77.80531758,77.76704377,83.79416855,83.92406468,77.77433233,77.76472787,1,10,2,10,1,1,,1989,6,7,2,3,11,6,9,25,10,0
1228,2,56.15886078,50.89814189,44.45446533,58.81434489,61.63939907,55.88149462,57.83600031,59.65208248,2,11,2,5,5,6,1,1981,6,15,4,3,11,11,14,20,0,0
1229,2,84.6850235,80.63857513,70.44455435,82.34799348,72.52241424,80.31415621,86.72448794,78.11402303,2,5,3,3,3,5,1,1995,5,3,4,8,14,20,12,30,20,0
1230,2,91.69293371,87.9370316,77.80531758,96.71974265,77.76249789,88.55428531,86.59145113,89.22184158,2,14,1,7,5,6,1,1992,6,6,6,7,13,5,7,15,0,0
1231,2,93.19980272,88.26616123,85.16608081,92.61240524,94.96189913,91.09476719,89.12663391,84.34362402,2,3,3,2,3,5,1,1995,5,2,4,4,16,10,10,30,15,0
1232,2,84.50263803,86.89237296,81.55817068,85.6115933,84.07888396,83.5955792,86.7855365,81.44178887,2,8,2,8,3,2,,1989,4,7,8,10,20,15,16,10,10,0
1233,2,72.09692941,72.36945563,74.05246448,74.08157516,69.73106376,72.48648275,71.23726238,69.98467517,1,5,1,8,3,5,1,1990,6,6,4,5,30,25,26,0,0,0
1234,2,77.80869155,72.36945563,77.80531758,74.50344395,66.65499787,77.77367433,75.49428348,70.33397033,2,10,1,3,4,4,,1998,5,1,2,8,17,8,8,0,25,0
1235,2,77.48316721,73.53620438,85.16608081,81.03064359,77.70226734,77.44518886,77.9684177,70.75990103,2,6,2,8,2,3,,1988,5,9,7,9,20,15,15,10,10,0
1236,2,80.7664081,79.82791437,85.16608081,77.76704377,84.01865341,77.77367433,84.31140228,88.87254642,2,29,2,4,4,4,,1991,5,5,3,2,28,13,12,35,0,0
1237,2,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,13,2,9,3,5,1,1988,5,6,7,9,20,15,10,20,10,0
1238,2,90.24208616,84.28213825,85.31102379,88.87519312,75.22115392,85.80757561,93.31058366,89.22184158,2,18,2,10,3,5,1,1982,5,13,3,6,25,8,13,20,0,0
1239,2,91.49444992,91.34659684,88.91893392,93.03427403,88.86999791,88.88277078,88.88352277,88.87254642,2,37,1,9,3,5,1,1983,5,14,2,3,28,15,17,0,0,1
1240,2,54.6570148,61.66143393,55.57808492,58.81434489,60.39884236,66.66457788,68.76312816,58.87685662,1,24,1,2,3,2,,1995,6,2,4,5,24,7,12,20,0,0
1241,2,79.65718321,67.91523176,74.19740745,74.50344395,72.74689909,78.10215981,68.95721353,70.75990103,2,10,1,10,5,6,1,1978,5,20,4,6,20,11,13,0,0,0
1242,2,75.77781441,73.130874,81.55817068,70.81797534,69.89531806,74.69847916,66.85922726,67.43213518,2,30,2,5,3,5,1,1989,6,6,4,3,24,12,9,15,25,0
1243,2,72.22396995,76.90785746,63.08379112,67.08076321,71.50634238,75.02696464,73.33524865,74.43696203,2,30,2,6,3,5,1,1989,6,7,4,4,26,8,9,20,20,0
1244,2,90.26337168,85.70554533,74.05246448,81.92612469,88.39550656,72.48648275,91.0425576,80.66656302,2,2,3,1,3,5,1,1990,3,6,5,4,30,20,14,20,15,0
1245,2,68.72547041,72.4073678,66.69170125,73.60796285,69.89531806,71.95176946,71.0551998,70.75990103,1,10,1,6,3,5,1,1980,5,16,4,1,30,20,20,30,0,0
1246,2,79.83956868,80.19533259,85.16608081,85.6115933,80.83856378,80.84886951,80.05438118,77.76472787,2,43,2,17,4,5,2,1976,4,18,3,3,31,21,13,0,0,0
1247,2,98.18839641,96.74269666,92.67178702,99.98334246,96.73717775,94.16996236,97.70064157,88.87254642,2,32,1,7,6,6,2,1988,6,10,3,4,41,18,20,25,0,0
1248,2,81.24665897,82.40023692,92.67178702,78.24065607,78.77856975,77.77367433,86.97962186,84.84619026,2,4,5,3,4,5,2,1988,4,9,2,6,8,15,13,30,10,0
1249,2,84.25972045,70.89938773,70.44455435,74.97705625,63.63916254,75.56167793,66.65311911,70.33397033,2,10,2,2,3,5,1,1986,6,10,2,5,9,5,3,20,30,0
1250,2,69.65230984,77.80346762,70.44455435,60.12875725,52.40843268,69.73977306,79.93336716,62.90321278,2,5,3,3,3,5,1,1979,6,18,2,4,10,6,9,30,0,0
1251,2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,39,1,13,3,5,1,1981,6,16,6,7,14,10,11,15,20,0
1252,2,83.21102768,82.2576915,81.55817068,84.7161122,83.85439911,83.06086591,82.16439024,84.76955472,2,15,2,8,3,5,1,1985,5,13,3,4,15,10,11,20,20,0
1253,2,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,20,1,8,5,6,1,1982,5,15,7,9,15,11,7,40,0,0
1254,2,44.45639306,44.45340835,44.45446533,44.43259739,44.43000008,44.4363858,44.43676175,44.43127419,2,5,1,1,3,5,1,1984,5,10,4,8,17,11,9,0,20,0
1255,2,61.10987169,64.26033841,59.33093802,66.65889442,68.20579164,66.66457788,66.66514189,66.65690932,1,8,2,2,1,1,,1997,6,1,2,8,25,10,15,15,15,0
1256,2,71.35766264,74.79923276,74.05246448,74.50344395,72.91115339,72.48648275,73.38427443,70.75990103,1,8,1,6,3,5,1,1990,6,6,4,2,20,15,10,0,0,0
1257,2,77.80869155,74.79923276,77.80531758,77.76704377,77.76249789,75.02696464,73.33524865,81.09249372,2,30,1,10,3,5,1,1986,4,12,4,5,20,6,7,10,30,0
1258,2,67.43386005,76.13510886,88.91893392,88.87519312,62.17412098,67.19929117,80.05438118,77.68809233,1,3,3,20,3,5,1,1980,5,15,7,9,20,8,7,15,25,0
1259,2,75.96019988,69.97759067,74.05246448,66.65889442,71.50634238,75.02696464,71.0551998,74.43696203,2,32,2,8,5,6,1,1987,6,7,4,4,20,10,9,0,30,0
1260,2,67.59848338,66.97335581,63.22210875,63.81422586,55.25709713,58.63067661,66.66514189,66.65690932,1,5,2,6,2,3,,1992,6,6,4,8,30,20,20,30,10,0
1261,2,82.79728523,86.67400322,77.80531758,85.6115933,85.48369497,83.5955792,73.14116328,69.55874447,2,6,3,5,6,6,2,1983,5,12,6,2,30,15,7,40,18,0
1262,2,82.79728523,85.62934458,81.55817068,88.87519312,87.31920415,83.06086591,84.31140228,81.86771957,2,39,1,12,3,5,3,1981,6,15,4,2,80,60,50,30,15,0
1263,2,85.04342101,83.23747961,81.55817068,85.6115933,83.85439911,83.5955792,86.59145113,84.76955472,2,40,1,15,5,5,2,1980,4,16,2,7,60,50,40,20,15,0
1264,2,63.74023594,66.28478516,51.82185391,70.81797534,52.46866323,58.30219113,71.04317701,70.75990103,2,27,2,8,3,2,,1993,6,4,4,4,13,10,7,40,15,0
1265,2,87.46035459,79.26478687,74.19740745,82.34799348,90.27480892,83.5955792,93.51669182,81.01585818,2,20,2,10,4,6,1,1982,6,14,2,2,15,10,12,10,5,0
1266,2,72.27931487,63.4026404,51.96354944,63.3952946,68.43027649,55.01552791,62.46728098,55.11946702,2,5,2,7,3,5,1,1983,5,15,4,2,15,6,9,25,0,0
1267,2,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,73.38427443,73.66173617,2,30,1,10,3,5,1,1987,6,10,4,2,20,13,5,20,30,0
1268,2,80.7664081,75.20456314,81.55817068,77.76704377,71.67059668,78.10215981,75.48226069,81.44178887,2,35,2,1,3,5,1,1984,6,16,7,9,25,8,10,0,0,0
1269,2,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,6,2,8,3,2,,1988,4,6,7,9,20,10,10,20,10,0
1270,2,85.04342101,84.64955647,81.55817068,85.1897245,82.6138424,83.5955792,82.34645282,84.76955472,2,37,1,10,4,5,2,1983,6,13,6,2,40,30,36,15,5,1
1271,2,82.10180278,87.65379133,88.91893392,85.6115933,84.07888396,85.80757561,84.44443909,81.44178887,2,6,2,9,3,2,,1989,5,7,4,1,20,15,16,10,10,0
1272,2,81.36253601,83.52071989,85.16608081,82.34799348,80.83856378,88.88277078,82.21341601,77.76472787,2,3,3,6,4,4,,1992,4,4,2,4,10,5,8,25,10,0
1273,2,69.26625339,73.38715591,77.80531758,66.65889442,69.89531806,72.48648275,73.38427443,73.66173617,1,5,1,5,3,5,1,1990,6,7,4,5,30,25,15,30,0,0
1274,2,69.65230984,72.4073678,74.05246448,70.81797534,71.50634238,72.48648275,71.23726238,74.43696203,1,10,1,11,3,5,1,1985,6,12,4,1,13,45,35,0,0,0
1275,2,71.29713052,70.95737878,74.05246448,70.34436303,72.91115339,66.66457788,68.77515095,70.75990103,2,26,1,3,3,2,,1993,5,3,6,8,13,8,10,20,0,0
1276,2,71.29713052,76.06226115,74.05246448,81.03064359,72.74689909,75.56167793,82.34645282,74.43696203,2,11,2,9,3,2,,1989,5,6,7,9,13,40,35,10,10,0
1277,2,61.30835548,64.66566879,81.55817068,66.65889442,69.6708332,75.56167793,81.95828208,70.33397033,2,10,3,9,3,2,,1984,5,12,7,9,13,50,40,10,10,0
1278,2,82.10180278,83.23747961,81.55817068,88.87519312,80.83856378,91.95796595,88.93254854,89.64777228,1,5,2,9,3,2,,1989,5,9,7,9,13,40,30,10,10,0
1279,2,53.54778991,53.55049452,66.69170125,66.23702563,53.54321989,53.33872608,51.1128722,51.44240601,1,8,1,6,5,6,1,1990,3,6,6,5,40,35,30,10,0,0
1280,2,70.57396208,69.97759067,70.44455435,73.60796285,69.89531806,72.48648275,71.23726238,74.43696203,1,20,1,15,3,5,1,1980,6,17,4,1,13,40,46,0,0,0
1281,2,75.77781441,75.77902087,85.16608081,85.1897245,79.0030546,83.5955792,82.39547859,73.66173617,2,10,1,8,2,3,,1990,6,6,5,5,17,11,12,30,15,0
1282,2,77.99107701,83.48280772,74.19740745,73.60796285,84.01865341,83.92406468,77.76230954,77.76472787,2,15,3,6,5,6,1,1985,6,10,5,4,15,9,10,0,0,0
1283,2,70.57396208,75.77902087,74.05246448,70.34436303,72.91115339,72.48648275,75.48226069,70.33397033,1,6,1,7,3,5,1,1990,6,7,3,2,30,25,20,0,0,0
1284,2,64.12293317,72.12412753,66.69170125,70.81797534,71.13587477,69.41128758,64.50610706,62.55391762,1,8,2,7,3,5,1,1987,5,8,5,4,20,10,15,30,10,0
1285,2,63.14074882,67.85686428,77.80531758,74.50344395,69.89531806,58.30219113,71.23726238,63.32914348,1,10,1,10,3,5,1,1985,6,11,5,5,25,12,18,25,5,0
1286,2,83.01254388,83.23747961,77.80531758,85.6115933,80.83856378,80.52038403,84.49346486,84.76955472,1,5,1,3,2,3,,1995,6,4,4,4,10,6,9,15,5,0
1287,2,70.57396208,68.71456229,66.69170125,73.60796285,71.67059668,75.02696464,71.0551998,74.43696203,1,10,1,12,3,5,1,1985,4,12,4,5,30,25,15,0,0,0
1288,2,88.3543479,86.93028513,81.41322771,85.6115933,86.01841688,80.52038403,84.4324163,84.76955472,2,12,1,8,5,6,1,1988,4,10,4,4,18,13,14,0,0,0
1289,2,69.29909951,64.2008341,66.69170125,70.81797534,76.15147357,75.02696464,77.77433233,73.66173617,2,29,3,6,2,3,,1991,5,9,4,1,20,6,12,30,10,0
1290,2,75.77781441,71.14433942,74.05246448,70.81797534,69.89531806,69.73977306,68.94519074,66.65690932,2,25,1,3,3,2,,1994,5,2,6,5,20,9,10,0,0,0
1291,2,73.2061543,74.51599249,70.44455435,77.76704377,72.74689909,74.69847916,71.23726238,73.66173617,1,7,1,7,3,5,1,1990,6,7,4,2,20,15,10,0,0,0
1292,2,77.62630608,75.77902087,74.05246448,74.50344395,68.37004594,71.95176946,77.77433233,73.66173617,2,20,1,10,3,5,1,1985,6,12,5,4,20,15,15,30,10,0
1293,2,66.69459328,66.69011554,59.33093802,66.65889442,66.65499787,66.66457788,66.66514189,66.65690932,2,15,1,8,5,6,2,1985,6,12,4,2,30,20,25,10,0,0
1294,2,72.09692941,70.95737878,70.44455435,70.81797534,67.95578514,50.26353091,51.1619421,59.57245165,1,5,2,5,3,5,1,1985,6,12,4,2,30,25,20,0,0,0
1295,2,60.5690887,59.99307516,55.57808492,62.4998135,58.62356374,58.63067661,57.65393773,55.54909078,1,10,1,10,3,5,1,1980,4,17,4,4,30,25,26,0,0,0
1296,2,68.72547041,53.55049452,66.69170125,59.23621369,55.54749785,55.55548143,55.5418656,51.78870588,2,29,3,2,4,4,,1991,6,5,1,5,35,12,30,0,0,0
1297,2,70.57396208,69.97759067,70.44455435,69.92249424,69.73106376,72.48648275,71.23726238,62.55391762,1,5,2,5,5,6,1,1990,6,6,4,5,30,25,15,30,0,0
1298,2,75.53489684,89.5674782,62.93884815,77.76704377,71.44611182,85.80757561,84.23833093,81.44178887,2,30,2,4,4,4,,1990,6,7,6,4,30,14,20,15,0,0
1299,1,87.81356492,82.2576915,85.16608081,81.92612469,77.76249789,83.06086591,77.77433233,81.44178887,2,28,1,3,3,5,1,1992,6,4,4,4,23,9,14,0,25,0
1300,1,72.40635542,72.08621536,70.44455435,74.50344395,75.98721927,75.23319245,77.58024696,74.43696203,2,10,3,8,3,5,1,1990,6,5,5,8,38,13,21,15,0,0
1301,1,81.18015054,73.2650658,74.19740745,80.55703128,73.4458753,72.15799728,77.72530655,70.75990103,1,15,2,3,3,5,1,1985,6,11,5,4,33,28,17,0,0,0
1302,1,73.38853977,73.53620438,66.69170125,77.76704377,75.98721927,77.77367433,66.66514189,77.76472787,2,35,1,9,3,5,1,1984,6,12,6,2,30,20,20,0,0,0
1303,1,79.83956868,79.06649601,85.16608081,77.76704377,77.76249789,74.69847916,80.06640397,84.76955472,2,17,2,10,5,6,1,1985,5,11,7,9,40,24,35,0,0,1
1304,1,81.30719109,85.34610431,85.16608081,86.5070744,81.00281808,78.6368731,75.50630627,70.75990103,2,8,1,5,2,2,,1987,5,10,4,2,10,5,7,10,10,0
1305,1,70.63449419,72.36945563,70.44455435,73.60796285,71.61036612,78.10215981,75.28817533,81.09249372,2,15,1,3,5,6,1,1992,5,4,4,5,13,11,11,8,0,0
1306,1,81.68806034,83.60489783,85.16608081,81.92612469,82.24337479,83.5955792,79.8723186,77.76472787,1,25,2,9,3,5,1,1985,5,12,7,9,24,19,18,0,0,1
1307,1,76.69946665,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,10,2,5,3,5,1,1987,4,9,5,5,15,12,9,20,10,0
1308,1,83.21102768,83.23747961,77.80531758,84.7161122,81.00281808,83.06086591,80.05438118,85.54478058,1,12,2,9,3,5,1,1985,4,11,7,9,24,17,15,0,0,0
1309,1,62.40148204,63.31846246,74.19740745,65.76341332,60.56309666,61.3773863,64.50610706,63.32914348,1,5,3,3,2,3,,1993,6,3,4,4,30,25,22,60,10,0
1310,1,75.23703143,81.49627314,88.91893392,73.60796285,74.52217771,72.48648275,82.34645282,74.08766687,2,10,1,10,5,6,1,1984,8,9,6,6,30,19,12,10,25,0
1311,1,77.62630608,72.88554589,81.55817068,74.08157516,71.50634238,80.52038403,80.06640397,73.66173617,2,6,3,3,3,2,,1991,6,6,3,4,35,12,23,30,10,0
1312,1,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,80.84886951,77.77433233,77.76472787,1,10,1,5,3,5,1,1990,5,6,3,4,20,5,16,20,15,0
1313,1,83.21102768,77.80346762,66.69170125,77.76704377,74.68643201,75.56167793,73.52933401,73.66173617,1,21,1,8,2,3,,1984,4,12,4,2,28,18,15,20,8,0
1314,1,82.82497123,83.23747961,81.55817068,81.45251238,82.6138424,83.5955792,84.44443909,85.54478058,1,15,1,10,3,5,1,1990,5,6,5,8,18,10,8,0,0,0
1315,1,70.57396208,74.79923276,66.69170125,77.76704377,81.00281808,74.69847916,71.10422558,77.76472787,2,28,2,6,4,2,,1992,6,6,5,7,28,14,22,0,0,0
1316,1,64.47514509,58.28707677,62.93884815,74.50344395,70.11980291,79.98567074,68.73701952,74.08766687,1,7,1,4,4,4,,1995,6,4,6,4,10,5,9,15,5,0
1317,1,77.99107701,81.09094276,62.93884815,81.45251238,77.98698275,83.5955792,86.60347392,81.86771957,1,6,2,7,3,5,1,1990,4,7,4,4,18,11,13,33,10,0
